Score,Review,SNS,Addr
3,"나이가 점점 차다보니 몇년 뒤면 50입니다. 그래서 그런건지 속도 예전만 못하네요. 식사를 조금만 과하게 먹으면 더부룩하고 편치않고... 방구는 더 많이 나오는 것 같고... 게다가 잠자리에 누우면 속에서 꾸르륵 거리는데, 뭐가 문제가 있는 건 아닌지 걱정입니다. 그렇다고 딱히 이상증상이 있는 건 아니고... 장쪽에 슬슬 문제가 오는것 같은데, 효과가 있을까요?",facebook,경상북도
4,장이 많이 안좋아서 자주 배도 아프답니다. 변비도 있구요~ 그런다고 아무 유산균제를 먹으니.. 별로 효과를 보지 못했답니다.. 아마 장까지 잘 전달하지 못해서 그럴거 같네요..  은 4중코티이라서 무사히 장까지 잘 도달할거 같네요.. 특허받은 제품이라서 더욱더 믿음이 가네요.. 장건강은 평생가니 더욱더 좋은제품을 선택하고 싶네요~ 그래서 체험해보고 신청합니다,facebook,경기도
3,요즘 배가 더부룩하고 가스가 차고 워낙 밀가루 음식을 좋아하다보니 장이 걱정스러워요. 올해 저의 목표는 건강한 몸 만들기인데  으로 장을 건강하게 보살펴주고 싶어요! ^^,facebook,강원도
3,요즘 장에 가스도 자주 차고 더부룩한게 정말 짜증스러워요. 그리고 인스턴트 음식도 즐기다보니 변비로 고생중이랍니다. 올해 저희 목표가 건강한 몸 만들기인데....  을 통해 장건강 챙기고 싶어요!,facebook,강원도
3,세계 최초 특허 4중코팅 한국인 맞춤형 프로바이오틱스라해서 꼭 체험해보고 싶습니다. 속이 좋지 않아서 가스가 많이 차는 편인데다 가스 냄새까지 지독하다는 소리를 많이 듣고 있어서 고민이 이만 저만이 아닙니다.  으로 속편히 살고 싶습니다.,twitter,경기도
3,안녕하세요? 그래픽디자이너 박장선입니다. 평소 컴퓨터 작업을 많이하다보니 식사도 불규칙하고 하루종일 컴퓨터 앞에 앉아 일하고있습니다. 장건강이 안좋은것 같구요. 우연히 이벤트를 보고 무료체험 신청해봅니다.^^ 먹어보고 좋으면 꾸준히 먹어보려구요. 감사합니다. ㅎㅎ,kakaostory,서울특별시
3,어릴때부터 장이 안좋았고.. 지금도 변비에 시달리고 있어요 .. 도와주세용 .. +_+ 과민성대장증후군.. 변비.. 탈출하고 싶어요,twitter,서울특별시
3,요새 면역기능이 떨여져서 병원도 자주 다니고 다이어트중이라 변비도있고 고기와 밀가루음식을 좋아하는.저에게 너무 반가운  !!!이예요.제게 꼭 필요한 제품이라 신청합니다. 꼭  을 만나서 많은 도움 받았으면 좋겠습니다. 감사합니다.,facebook,
4, 제약에서 새로나오 유산균 먹어보고 싶네요. 왠만한 수입유산균은 다 먹었는데. 우리나라 에서 만든 유산균 먹을 기회를 주세요,facebook,경기도
3,기존에 열심히 유산균을 먹고있었습니다. 한 방송에서 기존 유산균약들은 너무 그 양이 미미하여 효과가 없다는 글을 보고 평소 신뢰하던  에서 새로운 유산균이 나와 꼭 먹어보고 싶네요^^,kakaostory,서울특별시
4,예민한 성격이라 조금만 신경쓰다보면 가장먼저 반응하는건 내 몸속. 내장기관이더라구요. 속이 더부룩하던지 장이 안움직이는것 마냥 찜찜하고 꿉꿉함에..... 유산균이다 약이다 평소에 신경쓴다고 쓰며 살고있는데 그또한 한순간이며 자꾸 무언가 더 한걸 찾게되고 편하고 저자극은 무엇일까 생각하게 되더라구요. 오래사는것도 좋지만 기왕이면 건강하게 살고파하는 요즘 사람중 한명으로 체험한번 해보고 싶습니다.,kakaostory,경기도
2,만성변비 가스차는거 고치고 싶어요ㅜㅜ도와주세요ㅜㅡ,twitter,부산광역시
4,"장이 좋지않아서 화장실 가는것이 힘들어요. 배변활동이 원할한분들이 부럽네요.. 그리고, 사무실에 하루종일 앉아있으니 먹은것 많지도 않은데, 헛배만 부른것 같고,, 잦은 회식으로 육류 섭취, 그리고, 인스턴트 음식을 하는 저에게도 체험기회를 주세요",twitter,서울특별시
3,20개월된 아들 감기도 잘걸리고 변비도 좀 있고 유산균 종류 많지만 선택 어렵네요 먹여보고 싶어요,kakaostory,강원도
5,"저는 재작년부터 유산균을 먹고 있어요 변비라서가 아니라 면역력을 위해서 먹고 있어요 유산균 먹는다고 하면 변비때문이라 생각들 하시는데 전 오히려 장건강은 면역력에 도움된다고 생각하고 있거든요. 단순 변비약용으로 먹지는 않아요. 저는 면역력에 좋은 3대장은 홍삼, 프로폴리스, 유산균 이라 생각해요. 이 세 가지 중에서 체질 관계없이 먹을 수 있고 맛도 거부감없는건 오직 유산균 뿐이더라구요 꾸준히 항상 매일 쉽게 먹을 수 있는 건 유산균이더라구요. 지금도 매일 먹고 있구요. 화장실은 당연히 편하고 늘 달고살던 감기도 이젠 덜 걸려서 효과 톡톡히 보고 있어요. 마침 김희애님 나오는 광고 보고 내가 먹는 것보다 더 좋은게 나오다니.. 4중코팅이라는 말에 먹어보고 싶다는 생각부터 들어서 페이스북에서 본 광고를 보고 체험단 신청을 하게 되었어요.",facebook,경기도
4,자영업을 하다보니 피곤에 지쳐있으며 매끼 식사를 채우는것도 힘들고 가끔은 물건을 어느곳에 뒀는지 까먹는일이 발생해 내자신이 싫어지기도 합니다. 새벽까지 장사하다보니 자고 일어나면 온몸이 무겁고 일어나기 싫고 끼니 챙기는것조차 귀찮을때가 많습니다. 귀사의  을 꼭 복용하여 나의 몸상태를 변화시켜 보고싶습니다. 좋아진다면 계속해서 구매하여 복용할까 합니다.,facebook,충청남도
1,앉아서 하루종일 일하는 저에게 작은 선물을..^^,facebook,서울특별시
3,살면서 장건장이 너무나 안좋아요. 식이섬유가 부족해서 배변활동이 안좋아. 간혹 배가 많이 아플때가 있습니다. 면역력은 떨어지면서 운동을 한다고 걷기운동은 하지만. 음식을 먹을때는 괜찮지만 그게 쌓이다 보면 장건강이 안좋아지더군요 그래서 배변약을 먹지만 그게 한두번이지 복부지방으로 많이 쌓여있어서 너무 힘이 듭니다.,facebook,경기도
2,설사가 잦고 면역력이 낮습니다. 비염도 있고 갑상선도 잘 부어 생활에 어려움이 많습니다.,facebook,울산광역시
3,키즈제품이 10개월 아기에게 줘도 되는지 모르겠지만 일단 희망을 갖고 신청합니다. 장이 예민한 아기라 백일까지 배앓이를 했고 이유식 시작하자 설사를 달고 살아요. 어쩌다 한번 된똥을 누기라도 하면 감동받을 정도죠. 이유식 재료도 바꿔보고 설사에 좋다는 거 먹여보고 아기 유산균도 꾸준히 먹이지만 별로 차도는 없네요. 혹시 이번에 출시한 4중 코팅 유산균이라면 장까지 무사히 가서 우리 아기 장 건강하게 해줄 수 있지 않을까 기대해 봅니다. 서승희 010-2593-2560,facebook,경상남도
2,앉아서 하는 환경이다보니 운동량이 부족합니다. 원활하게 장운동을 도와줄   신청드립니다.,facebook,경기도
3,세계최초 특허4중코팅 프로바이오틱스   먹고 장이 건강하고 싶습니다.찬음식을 먹거나 날음식을 먹으면 설사를 합니다.저에게도 장 건강의 기회를 주세요.,facebook,전라북도
3,장이 건강하지 못하면 몸도 무겁고 생활이 즐겁지가 않아요. 세계최초 특허 제품 프로바이오틱스  으로 밝고 건강한 생활 꼭 체험해보고 싶습니다.,facebook,부산광역시
3,"직딩 생활 16년차입니다. 외부 충격(?)에 민감해서 장 트러블이 자주 일어나는 편이지요. 그래서 유산균을 코스트코, 마트 등에서 구매해서 장기 복용하고 있는데요. 프로바이오틱스는 일찍 들어 봤지만, 이번 기회에 체험을 통해 장 트러블을 극복해 볼 수 있기를 바랍니다.",facebook,서울특별시
3,아이를 키우다 보니 생활이 불규칙적으로 되어 요즘 피곤함과 무기력을 느끼네요  으로 가볍고 활기찬 몸을 만들고 싶어요,facebook,경기도
2,"건강지수 건강 검진해서 나온게 신경 쓰여서요,,,,,,체험신청 해 봅니다,,,,비싼가요,,ㅋㅋ",facebook,경기도
2,"체험 신청해 봅니다,,,건강검진 해서 중금속이 많타네요,,ㅋㅋ",facebook,경기도
2, 제약이니까...,facebook,경기도
3,어릴적 부터 장이 좋지 않아 언제나 고민입니다. 일상생활에 지장도 아주 많구요.. 이런저런 장건강에 좋다는 제품들 모두 다 섭렵해 보았지만.. 이거다 싶은 제품이 없네요..ㅠㅜ  이 저의 장 건강지수를 업 시켜줄지 기대하며 섭취해 보고 싶습니다. 더하거나 뺌 없이 알찬 후기 올리도록 하겠습니다. 감사합니다.,facebook,서울특별시
3,평소 비염 때문에 면역에 관심이 많아 유산균을 알아보던 중에  을 알게되어 신청하게됐습니다  에스 복용해 보고 싶습니다 ~,facebook,서울특별시
3,다이어트하는 딸램이 자주 변비에 고생하는 모습을 봅니다. 출근하기전에 동동거리는 모습을 보면 대신 해주고싶은 마음이 큽니다. 조금이라도 딸램에게 도움이 될까하고 신청해봅니다^^받아주세요^/^,facebook,인천광역시
3,40대 중반을 접어드니...하루가 갈수록 피곤해짐을 느끼고 있어요. 무엇을 해도 의욕도 없고 말이죠. 할 일들은 태산인데.. 다시 활력을 찾고 싶어서 이렇게 신청합니다.,facebook,경상남도
2,"뒤 늦게 사귀는 여친이 변비도 심하고 방귀 냄새도 심합니다. 그리고 저는 설사가 심하고 자주 방귀를 뀝니다, 이런 저희 커플 도와 주시면 고맙겠네요....^^",kakaostory,
1,ㅎㅎ,kakaostory,
3,"요즘계속화장실 가기가 너무 힘들어요 배도 너무 더부룩하고 다이어트를 하려해도 장을깨끗히하고 하는게 좋다고하던뎅 요즘 프로바이오틱스 종류들이 마니 나오는것같더라구요 결정장애있는 저에겐 뭐든하나 결정하기힘든뎅,, 체험을 해보면..얼마나좋은지 어떡해좋은지, 알수있겠져?? 저에게도 기회가 주워질까여? 기회를주세용!!",facebook,서울특별시
1,/,kakaostory,
4,정말 어릴때부터 지긋지긋한 변비로인해 지금까지도 장건강에 좋은 제품을 찾아 먹고있습니다. 무엇보다 스트레스를 받지않고 음식건강에 신경쓰고 주기적인 운동이 필요하면서도 영양보충제도 필요한것 같습니다 이번  제약에서 출시된   을 체험해보고 효과가 있는지 너무궁금합니다,facebook,서울특별시
1,신청 할께요 ...,facebook,충청남도
2,개인사업으로 인하여 음주와스트레스가 심해 체험해 보고 싶어서 신청 합니다,facebook,서울특별시
3,누구에게나 추천하고 싶은 바로 그 장건강 최고의 제품!   정말이지!! 직접 체험해 보고 싶어집니다. . 옷깃에 스치는 바람까지도 마음 속까지 전해지게 만들어주는 연초입니다. 새해엔 다들 건강하시고 즐겁고 신나는 그런 추억을 만드는 연초되시길 빕니다.,facebook,전라북도
4,안녕하세요~ 두 아이를 키우고 있는 엄마입니다. 큰아이때부터 비오비타 먹이고 있는데 저희 둘째가 비오비타만으로는 배변활동이 제대로 되고 있지 않아서 요플레 푸룬 타사제품 유산균 등등 안먹여본게 없어요~ 결국 돌고 돌아 다시 비오비타먹이고 있는중에  을 알게되었습니다. 응가할때 힘들어하는 우리아이를 보고있으려니 부모마음도 힘들어요~  으로 우리아이 편하게 배변활동하길 바라며 신청합니다.,facebook,경기도
3,"7살 남자아이가 있는 엄마입니다. 7살 아이가 장운동이 안 좋은지, 일주일에 변을 보는 게 2번이면 많은 겁니다. 장운동이 좋아져, 배변을 자주 보기를 바랍니다.",facebook,서울특별시
2,늘 바삐 다니는 집사람에게 장건강을 지키기위해 체험단을 신청합니다.,facebook,경상남도
3,신랑이 잦은 음주와 불규칙한 식사로 장트러블이 굉장히 심합니다 늘 설사로 화장실에 왔다갔다 반복 병원에서는 장이 안좋아서 그렇다고 하는데 약을 먹어도 그때뿐인것 같아서 신랑에게  을 먹여주고 싶네요 신랑의 장 건강지수 꾸준히 지켜주고 싶어요,facebook,경상북도
2,늘 책상에만 앉아있는 당신에게 장건강을 지키기라고 체험단을 신청합니다.,facebook,경상남도
2,늘 힘이없는 우리 아들에게 뼈를 튼튼하게 해주십사 체험단을 신청합니다.,facebook,경상남도
